seed,cross_language_mrr,cross_language_mrr_de_to_en,cross_language_mrr_en_to_de,cross_language_top1_id_accuracy,cross_language_top1_id_accuracy_de_to_en,cross_language_top1_id_accuracy_en_to_de,depth_accuracy,depth_accuracy_by_language.de,depth_accuracy_by_language.en,kl,kl_structure,kl_text,loss,mean_cross_language_parent_child_distance,mean_parent_child_distance,mean_same_id_cross_language_distance,mean_sibling_distance,mean_unrelated_distance,next_accuracy,next_accuracy_by_language.de,next_accuracy_by_language.en,parent_accuracy,parent_accuracy_by_language.de,parent_accuracy_by_language.en,perplexity,reconstruction_loss,reconstruction_loss_by_language.de,reconstruction_loss_by_language.en
0,0.9743346007604563,0.976869455006337,0.9717997465145753,0.9496197718631179,0.9543726235741445,0.9448669201520913,0.9429657794676806,0.9391634980988594,0.9467680608365019,11.189693394829245,9.939153222476735,1.2505402810433333,1.6878494024276733,6.1059990841069895,6.10454198252948,0.7203221608080791,1.7933776541834785,5.797380099165123,0.5960076045627376,0.6083650190114068,0.5836501901140685,0.8650190114068441,0.8669201520912547,0.8631178707224335,3.24912691116333,1.1783863306045532,1.1187476217746735,1.2233359702639706
1,0.9640367553865652,0.9653041825095057,0.9627693282636248,0.9334600760456274,0.935361216730038,0.9315589353612167,0.964828897338403,0.9581749049429658,0.9714828897338403,11.135437404408174,10.329251569860121,0.8061858450665194,1.713215659646427,6.174462143855747,6.172612697173175,0.7830130068351561,1.8078399242518783,5.907636051168913,0.6368821292775665,0.6387832699619772,0.6349809885931559,0.8450570342205324,0.8403041825095057,0.8498098859315589,3.2827820777893066,1.188691209344303,1.1228454330574877,1.2412099011044084
2,0.9685836501901142,0.9679974651457541,0.969169835234474,0.94106463878327,0.9391634980988594,0.9429657794676806,0.967680608365019,0.967680608365019,0.967680608365019,10.798846637501436,10.011455479790182,0.787391185760498,1.6614175053203808,6.274992566577272,6.274129242106899,0.7523199780472332,1.7688937255572448,5.817767420819051,0.6112167300380228,0.6140684410646388,0.6083650190114068,0.8754752851711026,0.876425855513308,0.8745247148288974,3.1675891876220703,1.1529707978753483,1.0641851494294157,1.2513994224397855
3,0.9538973384030418,0.9469264892268695,0.9608681875792142,0.9153992395437263,0.903041825095057,0.9277566539923955,0.9591254752851711,0.9581749049429658,0.9600760456273765,10.842186030219583,10.05809912962072,0.7840868269695955,1.7122233685325174,6.356737062191458,6.354852715668651,0.7870418652042237,1.7791926468605603,5.869495334790686,0.6121673003802282,0.6102661596958175,0.6140684410646388,0.8669201520912547,0.8669201520912547,0.8669201520912547,3.325026035308838,1.201477555667653,1.1365382240752304,1.2516856896106734
4,0.9689005069708493,0.9664765525982257,0.9713244613434727,0.9429657794676806,0.9372623574144486,0.9486692015209125,0.9819391634980988,0.9828897338403042,0.9809885931558935,11.02598554947797,10.125899090486413,0.9000864204238442,1.7312732444090002,6.306685846665002,6.303433816786676,0.7568748185956433,1.834204550042297,5.843632368477125,0.629277566539924,0.623574144486692,0.6349809885931559,0.8659695817490495,0.8669201520912547,0.8650190114068441,3.3735899925231934,1.2159774163190056,1.1358305841344392,1.2818195801724046
5,0.971641318124208,0.9686311787072244,0.9746514575411913,0.9448669201520913,0.9391634980988594,0.9505703422053232,0.9762357414448669,0.9809885931558935,0.9714828897338403,10.885169141432819,10.001598470351276,0.8835705238230088,1.7127390468821806,6.239526959053584,6.236576724833377,0.760310213063833,1.7726901218101576,5.743597639037629,0.6416349809885932,0.6425855513307985,0.6406844106463878,0.8526615969581749,0.8574144486692015,0.8479087452471483,3.3328354358673096,1.2038233981413,1.1312325485758907,1.269882043618213
6,0.9604721166032955,0.9569074778200253,0.9640367553865651,0.9268060836501901,0.9220532319391636,0.9315589353612167,0.9781368821292775,0.9790874524714829,0.9771863117870723,10.847713694852942,10.19421880385455,0.6534949470968807,1.686344160753138,6.142891011486164,6.1412319075854525,0.7417977192216046,1.7897685851369585,5.822840489758738,0.6169201520912547,0.6273764258555133,0.6064638783269962,0.8631178707224335,0.8631178707224335,0.8631178707224335,3.2223093509674072,1.1700982626746683,1.098973081705688,1.244836996943325
7,0.9598067173637516,0.9630544993662864,0.9565589353612167,0.9258555133079848,0.9334600760456274,0.9182509505703422,0.9695817490494296,0.973384030418251,0.9657794676806084,10.63826297311222,10.003665587481331,0.6345974066678215,1.7168005494510425,6.2237289794837345,6.221014902541174,0.7704516919790112,1.8053510698018136,5.814127013937148,0.5998098859315589,0.5817490494296578,0.6178707224334601,0.8479087452471483,0.8460076045627376,0.8498098859315589,3.3543944358825684,1.2102712953791899,1.13020450670003,1.2816307788339405
8,0.9698193916349812,0.969740177439797,0.9698986058301647,0.9448669201520913,0.9448669201520913,0.9448669201520913,0.9439163498098859,0.9486692015209125,0.9391634980988594,11.319475230048685,10.226414119496065,1.0930612262557535,1.7104322209077722,6.319221709964363,6.3164175792466235,0.7565206067757008,1.8265503909422722,5.968122534935465,0.6539923954372624,0.6520912547528517,0.655893536121673,0.8621673003802282,0.8555133079847909,0.8688212927756654,3.281107187271118,1.188180874375736,1.0965954274958984,1.2720330370016424
9,0.9584917617237009,0.9562737642585551,0.9607097591888466,0.9230038022813688,0.9182509505703422,0.9277566539923955,0.9619771863117871,0.9638783269961977,0.9600760456273765,11.053246105418486,10.003419090719785,1.04982691302019,1.694040628040538,6.00434728555367,6.001499199913186,0.7690920436563601,1.8433354204738295,5.7805030517591725,0.6036121673003803,0.5988593155893536,0.6083650190114068,0.8564638783269962,0.8555133079847909,0.8574144486692015,3.265364646911621,1.1833713755888098,1.102149024889043,1.2677961770345956
