seed,cross_language_mrr,cross_language_mrr_de_to_en,cross_language_mrr_en_to_de,cross_language_top1_id_accuracy,cross_language_top1_id_accuracy_de_to_en,cross_language_top1_id_accuracy_en_to_de,depth_accuracy,depth_accuracy_by_language.de,depth_accuracy_by_language.en,kl,kl_structure,kl_text,loss,mean_cross_language_parent_child_distance,mean_parent_child_distance,mean_same_id_cross_language_distance,mean_sibling_distance,mean_unrelated_distance,next_accuracy,next_accuracy_by_language.de,next_accuracy_by_language.en,parent_accuracy,parent_accuracy_by_language.de,parent_accuracy_by_language.en,perplexity,reconstruction_loss,reconstruction_loss_by_language.de,reconstruction_loss_by_language.en
0,0.9564773035899465,0.9605750950570341,0.952379512122858,0.9268060836501901,0.9334600760456274,0.9201520912547528,0.9296577946768061,0.935361216730038,0.9239543726235742,11.023610339445227,9.769899648778578,1.2537106170373804,1.664438149508308,5.998753703857893,5.997288392688039,0.74349319257777,1.8392683257917306,5.725367604326386,0.5769961977186312,0.5779467680608364,0.5760456273764258,0.8507604562737643,0.8517110266159695,0.8498098859315589,3.2008168697357178,1.1634060495039995,1.1030906719853217,1.2187795798814796
1,0.9572141499185227,0.9600873619409741,0.9543409378960707,0.9268060836501901,0.9315589353612167,0.9220532319391636,0.9562737642585551,0.9486692015209125,0.9638783269961977,10.909693605759564,10.219983661876006,0.6897099403774037,1.6958741650861853,6.124588166817535,6.123344114061036,0.7806851092173572,1.846594406767583,5.884991299743435,0.6302281368821293,0.6273764258555133,0.6330798479087453,0.8393536121673004,0.8346007604562737,0.844106463878327,3.247800350189209,1.177977863480063,1.1227758637852543,1.2319403733817345
2,0.9562528726026827,0.9564478613908273,0.9560578838145378,0.9287072243346007,0.9296577946768061,0.9277566539923955,0.9638783269961977,0.9657794676806084,0.9619771863117871,10.69220604616053,9.868544410256778,0.8236616709653068,1.6618081822114832,6.200290957397579,6.196962876356635,0.7769040075828367,1.8300810375641952,5.769393228022771,0.6083650190114068,0.623574144486692,0.5931558935361216,0.8669201520912547,0.8631178707224335,0.870722433460076,3.1903936862945557,1.160144329071045,1.074296310544014,1.2550186179436658
3,0.9546128776166801,0.9527211381774121,0.9565046170559476,0.9268060836501901,0.9239543726235742,0.9296577946768061,0.9534220532319392,0.9524714828897338,0.9543726235741445,10.720944685094496,10.027159578659955,0.693785194088431,1.7335818865719963,6.310318036575538,6.307528731680559,0.7935157428166258,1.832050291361747,5.859816421234109,0.6121673003802282,0.6083650190114068,0.6159695817490495,0.8631178707224335,0.8631178707224335,0.8631178707224335,3.405139923095703,1.225286041989046,1.157779049057471,1.2667085791268728
4,0.9548211043603388,0.955742607054916,0.9538996016657614,0.9239543726235742,0.9258555133079848,0.9220532319391636,0.9752851711026616,0.9752851711026616,0.9752851711026616,10.951920789830824,10.065590521868538,0.8863302749745986,1.718859399066252,6.234925313262352,6.234158420838373,0.7767768150386701,1.884555384516716,5.801449012280417,0.6150190114068441,0.6140684410646388,0.6159695817490495,0.8669201520912547,0.8612167300380228,0.8726235741444867,3.342491626739502,1.2067165444878971,1.138470046080564,1.2602065310958674
5,0.9565076461896006,0.9574134656747127,0.9556018267044882,0.9268060836501901,0.9277566539923955,0.9258555133079848,0.973384030418251,0.9752851711026616,0.9714828897338403,10.733423569623161,9.903673340292539,0.8297502643921796,1.699590009801528,6.198023326135095,6.194140850923424,0.7793970339481822,1.8259123376695625,5.71875481789103,0.6501901140684411,0.6615969581749049,0.6387832699619772,0.8450570342205324,0.8365019011406845,0.8536121673003803,3.307222843170166,1.1961088180541992,1.1180219538084908,1.2685490817171539
6,0.9606087010792336,0.9616022391212504,0.9596151630372163,0.9306083650190115,0.935361216730038,0.9258555133079848,0.9752851711026616,0.973384030418251,0.9771863117870723,10.737290101892809,10.101642945233513,0.6356471812023836,1.6860158864189596,6.081122637713805,6.079376223229719,0.7622401214314505,1.8364653866012375,5.804043898224378,0.6093155893536122,0.6064638783269962,0.6121673003802282,0.8564638783269962,0.8555133079847909,0.8574144486692015,3.236774206161499,1.174577278249404,1.1062039992428552,1.2479973681299406
7,0.9551353431106284,0.9536438529784538,0.9566268332428027,0.9230038022813688,0.9201520912547528,0.9258555133079848,0.9619771863117871,0.9638783269961977,0.9600760456273765,10.55257096010096,9.87383483437931,0.6787361467585844,1.7128880444694967,6.128077197626147,6.123878762901174,0.7827544726233066,1.8524950338261468,5.75446043982252,0.6055133079847909,0.6102661596958175,0.6007604562737643,0.8403041825095057,0.8460076045627376,0.8346007604562737,3.361572504043579,1.212408935322481,1.1270261691323704,1.292263522914154
8,0.9487823953799128,0.9514426302840527,0.9461221604757726,0.9096958174904943,0.9125475285171103,0.9068441064638784,0.9306083650190115,0.9334600760456274,0.9277566539923955,11.168912102194394,10.129927522995892,1.0389845791985006,1.703251417945413,6.256396160879117,6.252428781090444,0.7737863230387975,1.8642626787289913,5.929097157637429,0.6482889733840305,0.6501901140684411,0.6463878326996197,0.8583650190114068,0.8517110266159695,0.8650190114068441,3.2751548290252686,1.1863651766496546,1.0987856711044963,1.2669749230486358
9,0.9456790885498114,0.9464904339429052,0.9448677431567164,0.9039923954372624,0.9049429657794676,0.903041825095057,0.9543726235741445,0.9543726235741445,0.9543726235741445,10.860516155467314,9.795227948357077,1.0652882211348589,1.677785172181971,5.913101615933325,5.910826320593068,0.7868534105585555,1.8789892540478603,5.716871612255564,0.5855513307984791,0.5779467680608364,0.5931558935361216,0.8517110266159695,0.8555133079847909,0.8479087452471483,3.2458293437957764,1.1773708848392261,1.089017572738372,1.2681414220949543
