seed,cross_language_mrr,cross_language_mrr_de_to_en,cross_language_mrr_en_to_de,cross_language_top1_id_accuracy,cross_language_top1_id_accuracy_de_to_en,cross_language_top1_id_accuracy_en_to_de,depth_accuracy,depth_accuracy_by_language.de,depth_accuracy_by_language.en,kl,kl_structure,kl_text,loss,mean_cross_language_parent_child_distance,mean_parent_child_distance,mean_same_id_cross_language_distance,mean_sibling_distance,mean_unrelated_distance,next_accuracy,next_accuracy_by_language.de,next_accuracy_by_language.en,parent_accuracy,parent_accuracy_by_language.de,parent_accuracy_by_language.en,perplexity,reconstruction_loss,reconstruction_loss_by_language.de,reconstruction_loss_by_language.en
0,0.9773447401774399,0.9771863117870723,0.9775031685678073,0.9553231939163498,0.9543726235741445,0.9562737642585551,0.94106463878327,0.9372623574144486,0.9448669201520913,11.196797427009134,9.93589979059556,1.2608975662904627,1.6675701001111198,6.090872376870099,6.0888881883180215,0.7128329456645727,1.7934647061866082,5.785230572685996,0.5846007604562737,0.591254752851711,0.5779467680608364,0.8602661596958175,0.8650190114068441,0.8555133079847909,3.184088945388794,1.1581661280463724,1.0942991719273107,1.2190029505541116
1,0.9660171102661597,0.9665716096324461,0.9654626108998733,0.9363117870722434,0.935361216730038,0.9372623574144486,0.9657794676806084,0.9619771863117871,0.9695817490494296,11.153800571666045,10.314774905934053,0.8390256622258354,1.7074671072118424,6.167555896303328,6.165808036377894,0.7714072516889173,1.8090929658317463,5.9054139301804085,0.6378326996197718,0.6330798479087453,0.6425855513307985,0.8460076045627376,0.8422053231939164,0.8498098859315589,3.2652556896209717,1.1833381021724028,1.1265568827268289,1.2277370245964354
2,0.9698510773130545,0.967680608365019,0.9720215462610899,0.9429657794676806,0.9372623574144486,0.9486692015209125,0.9667300380228137,0.9657794676806084,0.967680608365019,10.754149773541618,9.960757760440602,0.7933919499902164,1.660797722199384,6.253041089385001,6.2520307270318325,0.7389096708352122,1.7709784426472404,5.803616245946503,0.6083650190114068,0.6102661596958175,0.6064638783269962,0.8745247148288974,0.8745247148288974,0.8745247148288974,3.173470973968506,1.1548259047900928,1.0654594752045186,1.2544137177131929
3,0.9565906210392903,0.9519961977186312,0.9611850443599492,0.9182509505703422,0.908745247148289,0.9277566539923955,0.9591254752851711,0.9581749049429658,0.9600760456273765,10.862265642951517,10.07401948816636,0.7882460776497336,1.7212357030195349,6.3572343567203236,6.3548955131817415,0.7703501991785978,1.7794549779974538,5.873105697135508,0.6074144486692015,0.6007604562737643,0.6140684410646388,0.8669201520912547,0.8669201520912547,0.8669201520912547,3.35231876373291,1.209652255563175,1.1414266245673363,1.2545502865722424
4,0.9660171102661599,0.9679974651457539,0.9640367553865652,0.9363117870722434,0.9391634980988594,0.9334600760456274,0.9809885931558935,0.9809885931558935,0.9809885931558935,11.038655505460852,10.130041459027458,0.908614035914926,1.736046131919412,6.296239590828589,6.293814318487869,0.7439219533490591,1.8390998393297195,5.838700377669171,0.6311787072243346,0.6216730038022814,0.6406844106463878,0.873574144486692,0.8726235741444867,0.8745247148288974,3.3887391090393066,1.2204579044790829,1.1377422077574204,1.2887795821342178
5,0.9694233206590621,0.9711660329531051,0.9676806083650189,0.9401140684410646,0.9429657794676806,0.9372623574144486,0.9771863117870723,0.9809885931558935,0.973384030418251,10.911363321192125,10.007101619944853,0.9042617082595825,1.7171408148372875,6.235940603162512,6.2327320019863475,0.7576596354180416,1.7780245232246654,5.742570745401056,0.6416349809885932,0.6406844106463878,0.6425855513307985,0.8545627376425855,0.8555133079847909,0.8536121673003803,3.3459246158599854,1.2077430977540857,1.1222336865649931,1.2861469281490312
6,0.9645437262357415,0.9606147021546261,0.9684727503168568,0.9344106463878327,0.9277566539923955,0.94106463878327,0.9771863117870723,0.9790874524714829,0.9752851711026616,10.850899415857652,10.183016159955192,0.6678832418778363,1.7090639927807976,6.142901461707834,6.14149597752301,0.7361232685952133,1.794481213281165,5.822202824821037,0.6102661596958175,0.623574144486692,0.596958174904943,0.8612167300380228,0.8612167300380228,0.8612167300380228,3.297729969024658,1.193234359516817,1.1086277228571162,1.271707621817353
7,0.9655576679340939,0.9701837769328263,0.9609315589353611,0.9363117870722434,0.9467680608365019,0.9258555133079848,0.9686311787072244,0.973384030418251,0.9638783269961977,10.65007344414206,9.986182493322035,0.663890912252314,1.7250063559588265,6.211987332571908,6.209489640472941,0.7555528845737189,1.8090228520946585,5.805755664300556,0.6026615969581749,0.5836501901140685,0.6216730038022814,0.8488593155893536,0.8517110266159695,0.8460076045627376,3.3839993476867676,1.219058303272023,1.118437872866714,1.300134104920884
8,0.968155893536122,0.9681558935361215,0.9681558935361214,0.9420152091254753,0.94106463878327,0.9429657794676806,0.9429657794676806,0.9448669201520913,0.94106463878327,11.32262482362635,10.215004977057962,1.1076198009883655,1.7131672606748694,6.3122739385318205,6.309310059326922,0.7466553793263979,1.827286994431442,5.96333264466021,0.6568441064638784,0.655893536121673,0.6577946768060836,0.8631178707224335,0.8574144486692015,0.8688212927756654,3.2914915084838867,1.1913407970877254,1.098307280032807,1.2749549662658923
9,0.9589670468948036,0.9578580481622306,0.9600760456273765,0.9230038022813688,0.9201520912547528,0.9258555133079848,0.9629277566539924,0.9657794676806084,0.9600760456273765,11.078801211188821,9.979568986331715,1.0992322774494396,1.6828777509577133,5.991910524680665,5.989600151490155,0.7522593145134785,1.844427511547551,5.773840513406144,0.6083650190114068,0.6045627376425855,0.6121673003802282,0.8593155893536122,0.8631178707224335,0.8555133079847909,3.231372594833374,1.17290698780733,1.0863559874971556,1.2620296439743768
